,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
webpag,2.18540664885392E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.8220951920704218E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2047738894566397E-4,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,3.2190545719317106E-4,2.4779382958673193E-7,9.316527435822403E-8
saver,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.951903103913423E-4,6.080100130156351E-4,1.6754311261259526E-7,2.4476131243952865E-7,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,6.858346189162167E-4,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
rich,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,5.21163846322929E-4,5.027968809503984E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.966798940675284E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
elimin,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,2.732990972142287E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,1.3224866729140747E-4,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
articl,2.18540664885392E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,2.1257271187610435E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.150554729254612E-4,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,7.356395978022915E-8,1.9835647398543771E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
peel,4.370376303776855E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.409121283009355E-5,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.5794893744879993E-4,2.2258761215355072E-7,3.48600525759313E-7,1.84563316003557E-4,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0393555861731242E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.430886824263533E-4,3.9453754873031904E-7,2.908149303221968E-7,1.472014835202385E-4,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
nabi,8.744248559001586E-5,1.487013587976611E-4,9.482330488528846E-4,9.409121283009355E-5,0.0013882806533918257,1.669554055606991E-4,0.0012038104315995877,0.0012887139222591895,6.679854240728057E-4,0.0010461501778036982,1.84563316003557E-4,1.1811153991063306E-4,3.474715129375169E-4,3.352537683378031E-4,4.897673861914969E-4,1.8220951920704218E-4,9.42409028131503E-4,1.772228575661666E-7,3.305143311476243E-4,1.3746954143264685E-4,3.6119145277316447E-4,6.447367375117973E-4,3.430886824263533E-4,0.0023676198299306447,5.819206755747157E-4,1.472014835202385E-4,1.3224866729140747E-4,1.0737332977353022E-4,2.4804162341631863E-4,9.316527435822403E-8
profil,2.622400579838507E-4,1.4855280599166946E-7,1.5801250605780445E-7,3.760828596735308E-4,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.644642806794679E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
bet,4.369939309845871E-8,2.9725416478933056E-4,1.5801250605780445E-7,0.0010340633689748843,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2047738894566397E-4,2.1484063229316808E-7,3.430886824263533E-4,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
deep,4.369939309845871E-8,1.487013587976611E-4,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,8.905730362263565E-4,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,0.0011635505362191094,7.356395978022915E-8,1.653025706384226E-4,3.2190545719317106E-4,2.4779382958673193E-7,9.316527435822403E-8
bio,4.369939309845871E-8,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,1.6771065572520783E-4,2.4500607375196816E-4,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.3224866729140747E-4,4.2917152090299153E-4,2.4779382958673193E-7,6.522500857819264E-4
bog,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,3.352537683378031E-4,2.4476131243952865E-7,9.111994119985561E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
crippl,4.369939309845871E-8,2.9725416478933056E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,2.429359045451665E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,6.858346189162167E-4,7.894696350093683E-4,2.908149303221968E-7,7.356395978022915E-8,1.9835647398543771E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
sticker,1.3114187868847459E-4,1.4855280599166946E-7,1.5817051856386222E-4,9.409121283009355E-5,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,6.975496520443852E-4,3.6894225307004754E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,9.111994119985561E-5,1.8844411680294003E-7,1.772228575661666E-7,6.60698478148248E-4,1.3733220922342343E-7,1.2035703191375024E-7,8.595773698049656E-4,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,4.4145732264115514E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
trial,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,0.0015464051684617869,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,3.6119145277316447E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,2.7958898834903027E-4
airplan,1.3114187868847459E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,6.942559974718994E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,4.3431767963022296E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,6.614086059737724E-5,9.655018394520936E-4,2.4779382958673193E-7,9.316527435822403E-8
fool,2.18540664885392E-4,4.45806970781E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,3.6894225307004754E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,7.345286986310256E-4,1.2148313386891781E-4,1.8863256091974294E-4,1.772228575661666E-7,9.908826251488717E-4,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
author,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,3.6894225307004754E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,2.732990972142287E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,8.092771215423008E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,2.7958898834903027E-4
april,4.369939309845871E-8,1.4855280599166946E-7,4.7419553067947113E-4,2.820856440590517E-4,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.5794893744879993E-4,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,1.2035703191375024E-7,0.0017189398989776376,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,5.150212824213843E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
booklet,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,6.975496520443852E-4,1.8437893706649055E-7,5.902625682690308E-8,2.606253462448108E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,0.0027621573786609636,2.908149303221968E-7,2.2076544330046767E-4,3.308695725036213E-5,1.0726606370982042E-7,0.0014870107713499784,9.316527435822403E-8
swap,4.369939309845871E-8,4.45806970781E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4500607375196816E-4,3.0363192669062187E-8,1.8844411680294003E-7,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,7.222625485144152E-4,2.150554729254612E-4,3.427459364898635E-7,7.894696350093683E-4,2.908149303221968E-7,7.356395978022915E-8,1.9835647398543771E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
htc,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,5.640772909024889E-4,2.3157289352528201E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,4.897673861914969E-4,2.1257271187610435E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,3.6119145277316447E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
imo,1.3114187868847459E-4,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8844411680294003E-7,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.3224866729140747E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
vari,8.744248559001586E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,0.0012038104315995877,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,2.429359045451665E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,0.0013713264918959439,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0737332977353022E-4,2.4779382958673193E-7,9.316527435822403E-8
spoke,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,6.975496520443852E-4,1.84563316003557E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4500607375196816E-4,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,4.298961052186293E-4,3.430886824263533E-4,3.9453754873031904E-7,2.908149303221968E-7,2.943294030806968E-4,3.3053903347015116E-8,2.1463939348335064E-4,2.4779382958673193E-7,7.454153601401504E-4
implement,3.496388441807681E-4,1.4855280599166946E-7,1.5801250605780445E-7,3.760828596735308E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,1.8844411680294003E-7,5.318457955560659E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
malfunct,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.409121283009355E-5,4.6291444549859074E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0393555861731242E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,0.0010987950059966108,1.2047738894566397E-4,6.447367375117973E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.2076544330046767E-4,3.3053903347015116E-8,4.2917152090299153E-4,2.4779382958673193E-7,9.316527435822403E-8
indoor,4.369939309845871E-8,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,4.1324282404514844E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,4.297337974145435E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
