,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29
basic,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,0.0042719754353403175,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.580162617445385E-4,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,0.007539300760714598,9.476526170848499E-7,0.00347840753095661,0.00561770254341262,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,0.0016612164487824802,0.008299877684266082,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,0.024405970670705,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,0.0061314342897512645,0.002910380356605225,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,0.018068513311995597,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
lake,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.859739905526099E-4,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,0.0012726641654132852,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.522492654564896E-4,0.009732963906966062,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,0.00330310531523688,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
disabl,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,0.0016056310226208615,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,0.0017036471330453904,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.005819306250263622,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
websit,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,0.001972734067427932,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,0.0022424992845074755,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,0.0012274091122558208,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.522492654564896E-4,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,0.0064902620113972175,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
busi,0.0018352057405675865,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,0.004672806229993016,4.109748364217407E-7,1.235728876141659E-6,0.014546579405937905,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.702539211416061E-4,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,0.0022424992845074755,8.310233209551537E-4,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,0.0015340079290279967,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
extra,0.0018352057405675865,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,0.003536829971385357,0.006842912355814337,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,0.005996676757312595,8.678755015235555E-7,9.57635177387552E-7,0.001972734067427932,6.696851609152989E-7,6.599618938002519E-7,0.0038941349702041445,0.0024662599933668664,1.235728876141659E-6,9.706770205548858E-4,9.830531468022755E-7,9.42294808238295E-7,9.486002697019347E-4,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,0.0033059585751244176,0.001371262692403369,7.472506779431776E-7,0.0016612164487824802,1.65964360813159E-6,0.0032246160192993508,1.2713927726406447E-6,1.4869026182868207E-6,0.0036797749709088098,0.0010126054713066454,1.376388604052914E-6,0.010946947723281928,0.005960636470989895,9.731990707895273E-7,0.0025669017201191986,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,0.004085555702284018,1.4133496528106577E-6,0.003066483382602419,0.001455917409776027,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,0.0046778138195807265,0.015072941629306037
design,0.002446737143622431,7.260903880880515E-7,1.0317372701676264E-6,0.00142422912397272,0.047866768054880174,8.839864962222837E-7,8.552571373346254E-7,0.009150426828608954,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,0.005916887484478112,0.0020097251679068117,6.599618938002519E-7,0.0015581211908375309,4.109748364217407E-7,1.235728876141659E-6,0.005819213586763107,9.830531468022755E-7,0.0028278267195231232,9.476526170848499E-7,8.693845366050012E-7,0.0016056310226208615,7.041068439889343E-7,6.801615247588997E-7,8.271093560858639E-4,0.0047977062016571655,7.472506779431776E-7,0.006642375215746439,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,0.006812034338578795,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,0.0036842925875863524,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.004364843303434424,1.1006682156737356E-6,1.5859447234826079E-6,0.0012990906365544118,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,0.0013873123975280614,1.5587516892971434E-6,1.159367866264598E-6
friday,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,0.005899301933960456,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
320x240,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,0.010608721941163626,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,0.004620393218495564,7.786712597888711E-7,4.1138581125816243E-4,1.235728876141659E-6,9.697073132416443E-7,9.840361999490777E-4,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
4x6,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,7.122925461308205E-4,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
inout,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,0.002640507537094808,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,0.0016612164487824802,1.65964360813159E-6,0.0032246160192993508,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
modesyou,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.561123944719599E-4,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,0.01633813861483189,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
recharg,0.007950519771116027,7.260903880880515E-7,1.0317372701676264E-6,3.563242572098707E-4,1.0878563681480007E-6,0.006188789460052208,8.552571373346254E-7,0.001664394517229935,0.004957376194822548,9.106299903842566E-4,0.003748204032410985,8.678755015235555E-7,9.585928125649395E-4,0.0013153751645862352,0.014733743225297491,6.599618938002519E-7,0.015574203867037211,0.009863807048958199,0.0012369646050178005,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.486002697019347E-4,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,0.001371262692403369,7.472506779431776E-7,0.0016612164487824802,1.65964360813159E-6,1.6115022585204154E-6,0.005086842483335219,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,0.02615275986560942,0.012510574022850834,0.024691389557945715,9.731990707895273E-7,1.2828094553319335E-6,0.004817353549923604,0.01227811068592173,0.05853479741170863,1.2844571691334667E-6,0.004146815076087114,1.3613981013942079E-6,1.4133496528106577E-6,0.003066483382602419,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,0.001449592275019948,9.876162794717043E-7,0.023627628245307068,0.004159165339642071,1.5587516892971434E-6,1.159367866264598E-6
wall,0.0012236743375127427,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,0.003288209666210347,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,0.0025669017201191986,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.001455917409776027,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
walk,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.563242572098707E-4,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,0.003933195640355905,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.310233209551537E-4,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.522492654564896E-4,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
lesser,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,0.004277140943810462,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,0.0024726934811594593,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
snug,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
eventu,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.32613149298933E-4,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,0.0016056310226208615,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,0.005132520630783066,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
onlin,6.121429344578987E-4,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,0.002249222215809911,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,0.0033004694308950604,7.794499310486598E-4,0.0012333354841016439,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,0.008302761471401092,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,0.0038546559645695334,0.0020744437237197404,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,0.006345364838653915,1.2977928437107012E-6,0.004345880536798066,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,0.0046778138195807265,1.159367866264598E-6
input,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,0.0012333354841016439,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,0.005506930804815709,1.5636262995689084E-6,8.513978675889008E-7,9.741722698603166E-4,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
