,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S0-T30,S0-T31,S0-T32,S0-T33,S0-T34,S0-T35,S0-T36,S0-T37,S0-T38,S0-T39,S0-T40,S0-T41,S0-T42,S0-T43,S0-T44,S0-T45,S0-T46,S0-T47,S0-T48,S0-T49,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29,S1-T30,S1-T31,S1-T32,S1-T33,S1-T34,S1-T35,S1-T36,S1-T37,S1-T38,S1-T39,S1-T40,S1-T41,S1-T42,S1-T43,S1-T44,S1-T45,S1-T46,S1-T47,S1-T48,S1-T49
mic,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.764270240040829E-4,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,0.027563258053906463,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.0014020076525375217,1.3712925392086819E-6,0.0014715416199306418,0.0011320468787284885,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,0.006906169526785858,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,0.0016235793680529536,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
cute,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,0.0043731119915947645,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,0.001238495049112948,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,0.003219427903960974,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
long,1.7353910443409766E-6,8.648730928467211E-7,0.012258951104476879,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,0.0034785541314132037,0.011350141709114057,0.004437780133946726,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,0.006205986632424243,1.0370872781540677E-6,1.446677632483121E-6,0.005539269015803942,1.2543290029715055E-6,1.7786030495927888E-6,0.0010589914296807472,0.006202875326050961,0.012110505503613237,0.013305912440044514,0.004566071094381191,0.001997051306861597,0.010201985022710747,1.5498133249850055E-6,1.8374280417243158E-6,0.008352033250660015,0.0024218174160261135,1.1347659375039007E-6,0.0044116847166951615,1.3153758226031551E-6,0.0012945544650489692,1.24032699981023E-6,0.01118647053642209,1.0534754682435087E-6,0.0028333184658451316,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.005605928649651529,0.009600419066999983,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,0.001659375471413486,1.4020545707680033E-6,0.011683151463773219,2.4123182619729387E-6,0.006437246898424717,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,0.003282808811249157,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.001991885206919264,2.3012894124578E-6,0.002391652868669347,0.014772300975663072,2.0220852147151186E-6,2.6209640429942945E-6,0.0049477444978805974,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,0.037320624578795675,1.9434872769605414E-6,2.2960056389898495E-6,0.0033827017322611017,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,0.0032455367786952648,0.04895738228174055,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,0.006232101657394313,0.007187352558683141,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
fell,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,0.0028948019425987246,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,0.005479028099019637,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,0.006168056414799224,1.9898953116076566E-6,0.006906169526785858,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
1st,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,0.0029158937338157696,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,0.0031205213656686505,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
min,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,0.003174858422049873,1.24032699981023E-6,1.3454622268207132E-6,9.513047891211026E-4,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,0.0022706666409453053,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,0.0024757528404345743,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.00398178051852692,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,0.009218557530741325,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
defin,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,0.008744766764931751,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,0.00496254832624073,0.0013995321843467705,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,0.0016921961189372127,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,0.04639606972718106
mix,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,0.0075272283468320045,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,0.0012945544650489692,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,0.0011320468787284885,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
bother,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,0.001211513859791174,1.1347659375039007E-6,1.4700715483822597E-6,0.001316691198425758,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,0.004524794767025657,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,0.003219427903960974,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,0.009559443683862199,2.9538694212483646E-6,0.004046192514644952,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,0.0024382579974131565,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,0.00298325977010124,1.9898953116076566E-6,2.441769892488872E-6
star,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,0.007795588410077956,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.764270240040829E-4,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,1.995056250610986E-6,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,0.0012945544650489692,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,7.006534995190013E-7,1.3712925392086819E-6,1.4700715483822597E-6,0.004524794767025657,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,1.9898953116076566E-6,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,0.0016449233327691403,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
everyday,1.7353910443409766E-6,8.648730928467211E-7,1.3619543500140962E-6,1.738407861775714E-6,8.437116902160662E-7,1.948410000019484E-6,1.738407861775714E-6,1.0317372701676264E-6,1.478767122274817E-6,9.792027135665599E-7,1.39035842049722E-6,1.16926379643585E-6,1.0360128424151945E-6,7.756513726314516E-7,1.0370872781540677E-6,1.446677632483121E-6,2.768250382710616E-6,1.2543290029715055E-6,1.7786030495927888E-6,1.0579334961845628E-6,1.24032699981023E-6,1.3454622268207132E-6,9.503544346864163E-7,1.5215165259517466E-6,0.005987163808083569,1.4572182577789953E-6,1.5498133249850055E-6,1.8374280417243158E-6,1.1929771819254413E-6,1.2103035562349393E-6,1.1347659375039007E-6,1.4700715483822597E-6,1.3153758226031551E-6,1.293261203845124E-6,1.24032699981023E-6,1.3981340502964743E-6,1.0534754682435087E-6,1.415951257293919E-6,1.143851967253806E-6,1.2372577913216263E-6,1.3694146710871372E-6,1.7567313553709426E-6,0.0014020076525375217,1.3712925392086819E-6,1.4700715483822597E-6,1.1309159627657228E-6,1.5594809423631437E-6,1.6577177536598263E-6,1.4020545707680033E-6,1.6687832400761633E-6,2.4123182619729387E-6,1.6089094972318712E-6,2.42401324480837E-6,1.670734906163174E-6,2.5737442058583567E-6,1.6405841135677946E-6,1.7166232647084574E-6,1.8991945515906706E-6,2.509164724154976E-6,2.614112548001642E-6,2.055333693701841E-6,0.00398178051852692,2.3012894124578E-6,2.389263605064283E-6,2.9538694212483646E-6,2.0220852147151186E-6,2.6209640429942945E-6,1.6486985997602793E-6,1.5371868558226333E-6,1.4651177441875117E-6,2.2394460506249177E-6,2.1952017280628004E-6,1.9434872769605414E-6,2.2960056389898495E-6,1.6905056133238892E-6,2.0984641341002523E-6,1.7466059080691448E-6,2.435822175237919E-6,2.4842313415594517E-6,1.9359622409924516E-6,1.6432800527164241E-6,2.4842313415594517E-6,3.0718285673913114E-6,2.0809965476267277E-6,1.6219574106423114E-6,2.44774672675069E-6,1.7166232647084574E-6,2.796897681092133E-6,1.6272360257038204E-6,1.6541529992275106E-6,1.9247833175180307E-6,2.42401324480837E-6,2.869119381188332E-6,2.0766749941333934E-6,2.3949858576085108E-6,2.35549619705139E-6,1.3955974482896256E-6,2.9802794906106294E-6,1.9898953116076566E-6,2.441769892488872E-6
