,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S0-T30,S0-T31,S0-T32,S0-T33,S0-T34,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29,S1-T30,S1-T31,S1-T32,S1-T33,S1-T34
camcord,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,0.014682898247421717,9.57635177387552E-7,3.5942275268228213E-7,0.00863000915882989,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.606218556940521E-4,7.053075627149478E-4,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,0.0030385444142260365,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,0.005013875453395685,1.8500052725150267E-6,0.0018974900433901569
dark,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,0.002670709880291869,9.57635177387552E-7,0.0021568959388463755,0.001233915036136083,1.180304494953608E-6,0.0029050876427402944,1.0579334961845628E-6,0.008240870358959897,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,0.0016493040530348923,0.0010232673201538683,0.008151315068567583,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,0.004880603869671989,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,0.0030065856396093993,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,0.03310556744473156,1.5935264581165474E-6,1.9210856439190916E-6,0.0036842925875863524,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,0.0017889727078898878,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
waterproof,7.006534995190013E-7,0.0025255861825777474,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,0.001452906866564191,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,0.0017426685559365253,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,0.0049650579455322915,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,0.0022072961008847937,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,0.009562752275157401,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
packag,7.006534995190013E-7,0.0025255861825777474,8.141737886518829E-7,0.02002164863281276,9.57635177387552E-7,0.0025163186915286573,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,0.004355365041598482,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,0.002979431892529975,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,0.0022104659653417492,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,0.0019498381955860183,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,0.003310392603076095,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,0.009825427099428944,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
power,0.0028033146515755248,0.001684004648896392,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,0.0024665973899183837,1.180304494953608E-6,0.010165991523620809,0.0010589914296807472,0.002747567153342812,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,0.004122023772727385,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,0.001980545643294556,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,0.0011057853229920495,0.007992877459861785,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,0.007613136227758549,0.011032068118415202,0.0034290767198079304,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,0.008389062704079738,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,0.001383477601069189,0.0013144435150399386,1.553907377796839E-6,1.299479298645033E-6,0.002997577669619303,1.6405841135677946E-6,0.08007582991518179,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,0.014092629146301673,1.8098269986372004E-6,0.010929857510627769,1.5048025774258546E-6,0.008665215966176634,1.670734906163174E-6,0.009251876367847649,0.0056886789412725885
accur,7.006534995190013E-7,0.004208749249940458,8.141737886518829E-7,1.3346875963477608E-6,0.0019162279899524915,0.003954009702257785,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,0.001852367855631948,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,0.004122023772727385,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,0.0034131788967504853,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,0.011375462288096237
NUM,0.023122266137626562,0.007575075384665879,0.043966198760990324,0.010678835458378434,0.052670892391492745,0.05067896755095447,0.04684316212608121,0.007083007274216602,0.027592160837734043,0.011638326391526375,0.03845403798985387,0.0189636119038514,0.06679410207273045,0.019441068133996275,0.06000614822767644,0.07698109309819642,0.001014966960341256,0.011581305085023821,0.02351513926978617,0.04121281956811477,0.06133572674980245,0.02082972979581413,0.018864440316548506,0.019139554882101107,0.05918735322239595,0.0029016503922207532,0.04446332606565635,0.12262065598145903,0.015984955711898365,0.0036811290922048622,0.05061886340714644,0.006848442770106773,0.012511956362263274,0.03995268158781726,0.01701534305754396,0.024042167326031986,0.20688521487829953,1.9028083548509245E-6,0.01654755062937171,0.12681414609820424,0.08563364904136911,0.02921102389497195,0.07171028414170275,0.0057651780174011935,0.038059564980927864,0.043507793959348194,0.026648848360977914,0.052724917589231896,0.03265261477228389,0.013879887140043772,0.01710350931388216,0.07187034838481408,0.03020331197745618,0.12120632937553125,0.005199216673878777,0.007491697114325905,0.026250986401198287,0.0060075389509127415,0.06929770947932128,0.04270999871875575,0.035745497632872776,0.015186648019327632,0.05853519471805528,0.01810007981337064,0.023419339025414532,0.17907301151625413,0.053428037987752315,0.005013875453395685,0.04810198709066321,0.013271056737037452
cool,7.006534995190013E-7,8.424231152150366E-4,8.141737886518829E-7,0.002670709880291869,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,0.01089208191170886,1.0579334961845628E-6,0.00640976929042087,1.0534754682435087E-6,6.885918915550402E-7,0.006480973192043613,9.231573087748872E-7,9.754063137339352E-4,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,0.002640507537094808,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,0.0019047111632057752,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,0.001520031463588337,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
sell,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,0.0048208318327768365,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,0.0010232673201538683,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,0.0037975852874889745,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,0.007995587171352856,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,0.0027732388685850658,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,0.001085048978959155,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
pickup,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,0.0016053526724070185,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,0.019474665020572927,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,0.0014048353844491317,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
help,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,0.00467285520762235,1.232682353782301E-6,1.180304494953608E-6,0.0021789972546522427,1.0579334961845628E-6,0.003663117687612327,1.0534754682435087E-6,6.885918915550402E-7,9.266467883496151E-4,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,0.010569748999287646,0.001934755892980249,0.004880603869671989,1.1046806423497E-6,0.0015992148582325198,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,0.0022072961008847937,0.0034290767198079304,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,0.003998459773576057,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,0.0027655731066328145,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,0.003576158230257408,1.5185129506376997E-6,0.001085048978959155,1.8098269986372004E-6,0.00312393156388604,1.5048025774258546E-6,1.4439620006959897E-6,0.001672405641069337,0.009251876367847649,1.895594448941216E-6
depth,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.585928125649395E-4,0.0010786276807995287,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,0.002747567153342812,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,0.002627573899695222,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,0.00451591253485499,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
prone,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,0.003542093789355778,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,0.002613567384490511,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.053075627149478E-4,9.668944992405043E-7,5.42229071177868E-7,1.1046806423497E-6,0.0015992148582325198,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
satur,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.597821754349644E-4,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,0.004214955348442279,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,0.007418983398984042,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,0.001320583749494304,7.046029597551927E-7,9.668944992405043E-7,0.0016272294426047816,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
whatsoev,0.0014020076525375217,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,1.180304494953608E-6,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.885918915550402E-7,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.427713002490457E-4,1.1046806423497E-6,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,0.017094535063143027,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
data,7.006534995190013E-7,8.415815336813554E-7,8.141737886518829E-7,1.3346875963477608E-6,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,0.0011814847994485616,7.260903880880515E-7,1.0579334961845628E-6,9.155505342695142E-7,1.0534754682435087E-6,6.892804834465952E-4,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,9.65028338057147E-7,8.708988285539857E-7,8.242399065641642E-7,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,0.0033151466076914494,7.992078252036581E-7,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,1.1373471831890987E-6,9.744318818520832E-7,8.102158496044931E-7,1.5025415490301847E-6,1.6037489234835352E-6,1.9028083548509245E-6,1.1030965021913012E-6,1.7136815191443933E-6,1.7839971884204311E-6,1.947271774879805E-6,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,1.1982663482473558E-6,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,0.003282808811249157,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,1.670734906163174E-6,1.8500052725150267E-6,1.895594448941216E-6
sound,7.006534995190013E-7,0.007575075384665879,8.141737886518829E-7,0.002670709880291869,9.57635177387552E-7,3.5942275268228213E-7,1.232682353782301E-6,0.003542093789355778,7.260903880880515E-7,0.0010589914296807472,0.002747567153342812,1.0534754682435087E-6,0.002755056158111716,9.257210672823329E-7,9.231573087748872E-7,9.744318818520832E-7,1.013953007333922E-6,0.013511361761138116,0.004355365041598482,8.250641464707283E-4,1.0222450750787896E-6,9.056010519461819E-7,9.928130265011581E-7,6.599618938002519E-7,7.046029597551927E-7,9.668944992405043E-7,5.42229071177868E-7,0.01878067560058725,8.000070330288617E-4,1.2266341526840594E-6,1.2654399491799316E-6,1.3694146710871372E-6,0.0011384845303722877,9.754063137339352E-4,0.03078901250082034,1.5025415490301847E-6,0.0016053526724070185,1.9028083548509245E-6,0.009928971616223902,1.7136815191443933E-6,1.7839971884204311E-6,0.02921102389497195,1.5935264581165474E-6,1.9210856439190916E-6,1.2276882997621968E-6,1.4034319524966354E-6,1.3323757992589326E-6,0.0035959973110903146,1.6325491111586366E-6,1.3878499290114763E-6,1.068902525709778E-6,1.3820955055636254E-6,1.3131303846552836E-6,1.553907377796839E-6,1.299479298645033E-6,1.4980398149022005E-6,1.6405841135677946E-6,2.001845701737002E-6,1.3859264710570046E-6,1.856875732305367E-6,1.7871855223675204E-6,1.5185129506376997E-6,1.08396501394521E-6,1.8098269986372004E-6,1.5611851893483458E-6,1.5048025774258546E-6,1.4439620006959897E-6,0.001672405641069337,1.8500052725150267E-6,1.895594448941216E-6
