,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24
program,6.045075711550749E-7,7.897403254835778E-7,8.825300487816059E-4,6.652302128936251E-7,8.089050741806398E-7,0.0013355679567812612,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.650620541649512E-4,0.0027185826247583234,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.0013093501736312185,4.714225978307961E-7,3.3918552736057016E-7,0.001420689082141111,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.009359833264991324,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,0.002065998374871843,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.006157783321139534,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.667331270839093E-4,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
hey,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.003337918716573257,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.204267617069364E-4,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.010073427125173047,1.4608371473356523E-6,0.0030144474500747834
magnesium,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.855379725177371E-4,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.003079404723669345,1.0758020911441049E-6,8.587088968252674E-7,0.0028404062699057962,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
light,0.007859202932587128,0.01579559624999704,8.816484003812247E-7,6.652302128936251E-7,8.097139792548203E-4,0.0026704684633092586,0.007209284052711897,5.098716967215912E-4,0.0046402869075244406,0.015133585341174025,0.013361400612660413,0.00820727664902933,0.006823815804736308,0.0028932579665824363,0.02019268891159228,0.00323642920179674,0.032104989990361085,0.013398490586892573,6.543479128591798E-7,0.017443107542337282,0.016281244498834727,0.0046164405790843745,0.005096617643611801,0.014519617527304442,8.257447582531167E-4,0.0035103030700089325,1.553907377796839E-6,0.009127945248300417,1.2554313097036053E-6,0.04371474648694303,1.1178942449686374E-6,0.0018399340161594205,1.2617675597036865E-6,0.014455793726427123,0.0012199298266139696,0.02095636241239806,0.02181833671155143,0.01815300804344507,0.0010586554335675206,0.018484632285078104,9.629268358378088E-4,0.01026228811776645,0.0021526799843793534,8.587088968252674E-7,0.0018939196754686764,0.01531640416112025,0.028341550884347384,0.0022394098075181946,0.030679040931196035,0.0030144474500747834
happi,0.004292003755201032,7.897403254835777E-5,0.011549594044994043,6.652302128936251E-5,8.089050741806398E-5,6.674502532639986E-5,7.208563196392258E-5,0.0010696609022131285,0.01090285708983413,0.0021185607103836714,7.422587974368319E-5,7.522710035773907E-4,0.00162709245401758,9.640979562087427E-5,4.2714482034483017E-4,0.0016987006557793436,0.003133983928013153,8.373533270978423E-5,0.0013741306170042774,0.01088986200989139,3.731040800966272E-4,7.456753492867615E-4,1.0191197047814039E-4,4.8397111853953004E-5,0.0017323316606708743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
judg,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.004005368969837256,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
vehicl,6.045075711550749E-7,7.897403254835778E-7,0.0017641784491628306,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.0012566867410133088,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.004105530922826075,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
januari,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.658954431065186E-4,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.204267617069364E-4,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.014787952273396595,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
smart,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,0.0013311256560001436,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.0010656055824807482,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,0.003786564446670763,0.002065998374871843,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.0010768778932352487,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
256mb1gb,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.004581089737927118,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
barrel,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.0062784119798277305,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.0038306017667798513,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
cycl,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,0.0077710907963619924,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,0.0025247968869670768,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0019248917068046508,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0011202644764246438,1.4608371473356523E-6,1.0044809896950295E-6
struggl,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.0015627463745376939,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.0036979122383520692,0.01635436477130728,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.667331270839093E-4,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
travel,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,0.003326816294681019,8.089050741806398E-7,6.674502532639986E-7,0.0036050024545157687,5.09362334387204E-7,0.0046402869075244406,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,0.004587082329757789,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.844550896580695E-4,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,0.0031738511050310985,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
small,0.0018141272210363798,0.012636634948062728,0.00529077205068773,0.01397049970097902,0.00404533427597738,0.006007719729629251,0.0057675714134334454,0.0071315820437552425,0.005413539183399201,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,0.008398421405398484,0.0028932579665824363,0.005048463463002851,8.089050741806398E-7,0.034398148962078025,0.010886430605599046,6.543479128591798E-7,0.003771852205244199,0.012211018170507886,0.0053266075784050996,0.002039258529267589,0.00242033956381619,0.011549702657644243,0.0017554440115142152,1.553907377796839E-6,0.006846244148862744,1.2554313097036053E-6,0.009368672321279423,0.001119012139213606,0.0036789485250643887,0.017666007603411315,1.03248294596294E-6,0.0012199298266139696,0.018336980822197688,1.0389189425051868E-6,0.005339873726561308,0.0031738511050310985,0.0012334588972310633,9.61964870966842E-7,0.0051316571219828045,1.0758020911441049E-6,0.009446656573974765,9.464865944371197E-7,0.002553797577402018,7.659671599239854E-7,1.1191453310935506E-6,0.01607066945783951,0.005023409429464843
chdk,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,0.0040363625724976525,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,0.010325861942575364,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
hit,6.045075711550749E-7,7.897403254835778E-7,0.004409123650306505,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.003272393912208758,0.001414739216090219,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.0022369063841822436,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.006626352647654275,0.0038300582357738413,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
major,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,0.0016186190534354602,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3952471288793066E-4,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.003767549360420519,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.020949085626199113,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
beat,0.005441172647966829,0.0023700107167762166,8.816484003812247E-7,0.006652967359149144,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,0.0015472778040253965,0.0010098472719495498,7.422587974368319E-7,0.00683951118797953,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,0.0016962668223302114,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,0.002065998374871843,1.2187111154984711E-6,1.3096907951001848E-6,0.0020788768039528786,0.006407634919634954,0.0010586554335675206,1.232226670560503E-6,9.629268358378088E-4,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.0028404062699057962,0.001277536919030195,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
consider,6.045075711550749E-7,7.897403254835778E-7,0.0017641784491628306,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.204267617069364E-4,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,0.006626352647654275,0.002553797577402018,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
group,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.097139792548203E-4,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,0.0010201388244861851,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.0065497636662960245,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
tree,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.681177035172625E-4,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.016390629353504833,3.883134730407547E-7,8.097139792548203E-4,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.001119012139213606,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
exchang,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,7.7701525955455E-4,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.0017554440115142152,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.00785945446139621,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,0.0014622979844829877,1.0044809896950295E-6
request,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.097139792548203E-4,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,0.009169145256496394,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0022394098075181946,1.4608371473356523E-6,1.0044809896950295E-6
point,0.021158369497998777,0.005528972018710528,0.007935717251831403,0.017296650765447143,0.012943290091964418,0.0020030182100452595,0.00504671509379422,0.01579074172833771,0.016239071045645856,0.0040363625724976525,0.0029697774485447645,6.838827305249006E-7,0.006823815804736308,9.640979562087426E-7,0.0019419556786768142,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,0.003771852205244199,0.0020354523496907816,0.0021308560814618364,0.004077497938830397,0.0038722529194347797,0.007425103465570733,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,0.03389790079330705,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,0.005163447212760664,1.2187111154984711E-6,0.0026206912809954696,0.00519563363146844,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.018278294513240968,1.0261261991567295E-6,0.003228482075523458,0.0034356942961978948,9.464865944371197E-7,0.001277536919030195,0.007660437566399778,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
