,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24
general,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,0.0029697774485447645,6.838827305249006E-7,5.25393402087612E-4,9.650620541649512E-4,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,0.001017895767609071,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,0.0011704909920159763,0.0015554612851746358,1.1408505497188375E-6,0.002512118050716914,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.01506230507810861,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.0015327002870078948,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
compens,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,0.0027185826247583234,8.097139792548203E-4,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,0.00290431068235572,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.0015627463745376939,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.01539239990034044,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.667331270839093E-4,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
process,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,0.006007719729629251,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,0.009815873040800555,4.714225978307961E-7,3.3918552736057016E-7,0.002485939581122199,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.00312393156388604,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,0.0038488214487383352,1.0261261991567295E-6,1.0758020911441049E-6,0.0034356942961978948,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.0022394098075181946,1.4608371473356523E-6,1.0044809896950295E-6
clear,0.00302314236334653,0.00473923169322695,0.0017641784491628306,0.0013311256560001436,0.0016186190534354602,6.681177035172625E-4,7.208563196392258E-7,0.005094132706206427,7.73252275874761E-7,0.0010098472719495498,7.422587974368319E-7,0.006155628457454629,5.248685335540581E-7,0.0028932579665824363,0.006213403882125116,0.008089859646880578,0.008409013949286025,8.373533270978422E-7,0.005235437650786296,0.0023575844117518113,0.011871832643147315,0.002485939581122199,1.019119704781404E-6,0.0048401951565138395,0.007425103465570733,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.003354800629150881,0.014713035578494198,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,0.008626818920594082,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.474330810315567E-4,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,0.004018928439769813
hll,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.007835136462985948,1.4608371473356523E-6,1.0044809896950295E-6
clean,0.0018141272210363798,7.897403254835778E-7,8.825300487816059E-4,0.0013311256560001436,8.089050741806398E-7,6.674502532639986E-7,7.215771759588649E-4,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.008677845703834891,0.0011653287325953047,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,0.0020354523496907816,7.105220828203855E-4,1.019119704781404E-6,4.8397111853953E-7,0.004125424111911925,0.0011704909920159763,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,0.006708483364056794,9.19507254452484E-7,0.0025247968869670768,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,0.006894470406475792,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
stabliz,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,0.0014424334955980907,5.09362334387204E-7,0.005413539183399201,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.0028932579665824363,0.0011653287325953047,8.089050741806398E-7,7.643863239056472E-7,8.3819068042494E-4,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
glad,6.0450757115507494E-5,7.897403254835777E-5,8.816484003812248E-5,6.652302128936251E-5,8.089050741806398E-5,6.674502532639986E-5,7.208563196392258E-5,5.09362334387204E-5,7.73252275874761E-5,1.008838433516034E-4,0.0030432610694910104,6.838827305249005E-5,5.248685335540581E-5,9.640979562087427E-5,3.883134730407547E-5,8.089050741806398E-5,7.643863239056472E-5,8.373533270978423E-5,6.543479128591797E-5,0.0019328326511062637,0.0013906606621783375,3.5508349966036266E-5,1.0191197047814039E-4,4.8397111853953004E-5,8.249198384147021E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swivel,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,0.0014852598536711004,6.838827305249006E-7,5.248685335540581E-7,0.0028932579665824363,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,0.0010656055824807482,1.019119704781404E-6,4.8397111853953E-7,0.0024755844350825206,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
hmm,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,0.012491042699976113,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.0025769853993726274,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
bulki,0.001209619649881305,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.097139792548203E-4,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,0.0023205300799001576,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,0.003350250661718467,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,9.684262081975996E-4,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,0.0060947742886078545,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,0.002553797577402018,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,0.004018928439769813
trip,0.00302314236334653,0.0015802703912926389,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,0.0041039802658799284,5.248685335540581E-7,9.640979562087426E-7,7.7701525955455E-4,0.0016186190534354602,7.643863239056472E-7,8.373533270978422E-7,0.002618045999349578,4.714225978307961E-7,0.0013570812949696414,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,0.006310099566078137,0.002065998374871843,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,0.007404242447958255,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.010759096713532191,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
soft,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,7.7701525955455E-4,8.089050741806398E-7,7.643863239056472E-7,0.0025128973346206242,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,0.0016506645966678187,5.84953019498239E-7,1.553907377796839E-6,0.006846244148862744,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,0.003358555138611745,1.4608371473356523E-6,1.0044809896950295E-6
jump,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.658954431065186E-4,8.089050741806398E-7,0.0026704684633092586,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3952471288793066E-4,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,0.0031738511050310985,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,0.0021526799843793534,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
miniatur,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.550022607720389E-4,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.257447582531167E-4,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,0.01004581437793999
combo,0.002418634792191455,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,0.007733296011023484,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,0.0038573559227911797,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,0.003058378234048993,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,0.0027594412706119045,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,0.0020532785245126156,1.0758020911441049E-6,8.587088968252674E-7,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
enthusiast,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.5543858316002295E-4,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,0.004294403193023162,9.464865944371197E-7,1.2762606583718233E-6,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
cours,0.002418634792191455,7.897403254835778E-7,8.816484003812247E-7,6.658954431065186E-4,0.0016186190534354602,6.674502532639986E-7,0.0014424334955980907,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,0.0022275186511079323,6.838827305249006E-7,5.248685335540581E-7,9.640979562087426E-7,0.0015536422056360594,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,3.3918552736057016E-7,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,0.003109368662971475,1.1408505497188375E-6,1.2554313097036053E-6,0.009368672321279423,1.1178942449686374E-6,0.0018399340161594205,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,0.0010586554335675206,1.232226670560503E-6,0.0028868565777714927,1.0261261991567295E-6,1.0758020911441049E-6,0.0025769853993726274,9.464865944371197E-7,0.001277536919030195,7.659671599239854E-7,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
distort,6.045075711550749E-7,7.897403254835778E-7,8.816484003812247E-7,6.652302128936251E-7,8.089050741806398E-7,6.674502532639986E-7,7.208563196392258E-7,5.09362334387204E-7,7.73252275874761E-7,1.008838433516034E-6,7.422587974368319E-7,6.838827305249006E-7,5.25393402087612E-4,9.640979562087426E-7,3.883134730407547E-7,8.089050741806398E-7,7.643863239056472E-7,8.373533270978422E-7,6.543479128591798E-7,4.714225978307961E-7,0.0013570812949696414,3.550834996603626E-7,1.019119704781404E-6,4.8397111853953E-7,8.24919838414702E-7,5.84953019498239E-7,1.553907377796839E-6,1.1408505497188375E-6,1.2554313097036053E-6,1.5611851893483458E-6,1.1178942449686374E-6,9.19507254452484E-7,1.2617675597036865E-6,1.03248294596294E-6,1.2187111154984711E-6,1.3096907951001848E-6,1.0389189425051868E-6,1.0677611930736467E-6,1.057597835731789E-6,1.232226670560503E-6,9.61964870966842E-7,1.0261261991567295E-6,1.0758020911441049E-6,8.595676057220925E-4,9.464865944371197E-7,1.2762606583718233E-6,0.0022986674469318803,1.1191453310935506E-6,1.4608371473356523E-6,1.0044809896950295E-6
