,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19
powershot,5.059270364170328E-8,3.92185374077633E-4,1.679346854986384E-7,2.3398340331783944E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,3.0625850973170466E-4,1.6437376226557016E-7,5.806544199400514E-4,1.2188142010380396E-7,1.7535565634219323E-7,0.0038201694540072285,3.231435159996158E-4,1.5647747913529294E-7,6.955986246200283E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,0.00154112137106751,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,9.648972222918744E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
regular,5.059270364170328E-8,6.274730697546452E-4,1.679346854986384E-7,9.356997078365181E-4,1.586622613560927E-7,9.194777518379747E-4,8.809950701524256E-4,6.347700867399258E-4,1.5437587685498053E-7,1.5305272850160154E-7,0.001643901996417967,4.6454675748453216E-4,1.2200330152390776E-4,3.5088666834072864E-4,1.0324503267498795E-7,2.692952380460054E-4,1.5647747913529294E-7,2.549910186419504E-4,6.039522417330546E-4,2.385779893241716E-4,5.643990617429998E-7,4.604484030728485E-7,4.6892119686315E-4,2.2034887765156081E-4,5.313738854950322E-4,5.22794903377046E-7,2.2597120174659195E-4,5.975281862496253E-4,4.822075073922411E-7,0.0010667471302849563,4.838406886794827E-7,5.609166724628056E-7,0.0070542472830900285,1.5528442205312093E-7,0.002993666926428783,2.7323927344584234E-7,0.00113211276914557,4.4349910147082045E-7,4.482704828231717E-7,8.850429220749346E-4
consist,4.047922218372679E-4,3.92185374077633E-4,1.679346854986384E-7,3.899203598775459E-4,1.586622613560927E-7,1.2265015541815794E-4,3.776412234719939E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2200330152390776E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,5.099588583893784E-4,1.5095032285255053E-7,2.385779893241716E-4,0.00903094938694974,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,2.824498825130483E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
offer,0.001264868183746224,0.0019215553959782117,0.0011757107331759674,9.356997078365181E-4,1.5882092361744877E-4,0.001042066612825639,0.002265218148523613,0.0016923676987691254,1.5437587685498053E-7,6.123639667349078E-4,4.93285660558976E-4,1.1622377011797466E-4,0.002803394543807595,5.262423246829219E-4,0.0025812290619073737,0.0021001366884687575,0.0026602736227791155,7.417478036143127E-4,1.5110127317540306E-4,0.0011130724520252338,0.001693761584290742,9.213572545487698E-4,0.002656490925648255,0.0013209926221648518,5.308430424525798E-7,5.233176982804229E-4,5.083646055788737E-4,0.0014933725434454652,0.0014471047296841155,5.331070116366599E-7,9.681652180476448E-4,5.609166724628056E-7,0.0011760344478947376,6.212929726345369E-4,9.98055276447093E-4,2.7351251271928815E-4,7.548675944885989E-4,0.0017744399049847528,4.482704828231717E-7,2.9491600202430344E-7
age,1.5182870362875155E-4,3.921461594616869E-8,1.679346854986384E-7,6.238257947171053E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,7.314104020429276E-4,1.7535565634219323E-7,4.130833757326268E-4,5.384827795361036E-8,1.5647747913529294E-7,9.273875698449629E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,0.0037322821884682557,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
2nd,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.804644675813304E-5,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1173104192824578E-4,1.5437587685498053E-7,1.5305272850160154E-7,4.93285660558976E-4,1.1610766245551915E-7,8.532918221467316E-4,1.7535565634219323E-7,2.0659331038265085E-4,5.384827795361036E-8,1.5647747913529294E-7,1.8545433507447006E-4,1.5095032285255053E-7,2.385779893241716E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,0.001761250119970168,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,0.0019358465954066103,5.609166724628056E-7,3.9188085567968604E-7,3.1072412852829496E-4,2.494514562477113E-7,2.7323927344584234E-7,0.001886603118459512,0.0022179390064555734,4.482704828231717E-7,5.901269200506312E-4
static,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.804644675813304E-5,1.586622613560927E-7,6.135572492432589E-5,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,3.4843909502901295E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3181212411945695E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,0.0023027024637673156,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
search,3.541995181955647E-4,3.1375614218529565E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,3.6782787739348625E-4,2.51802761801886E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,4.6454675748453216E-4,0.0014626989226657514,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.566339566144282E-4,2.549910186419504E-4,1.5110127317540306E-4,7.957899610579665E-5,5.643990617429998E-7,4.604484030728485E-7,9.376861387456726E-4,0.0028618938644834587,5.308430424525798E-7,5.22794903377046E-7,2.2597120174659195E-4,0.0038822908293010385,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,4.660085505814159E-4,2.494514562477113E-7,5.467517861651306E-4,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
reduct,2.530141109121581E-4,9.01975381377826E-4,0.0013436454186746057,7.79684782798532E-8,3.1748318497354144E-4,6.129443049383207E-8,2.51802761801886E-4,2.1173104192824578E-4,1.5437587685498053E-7,1.5320578123010313E-4,3.2891189829340584E-4,3.4843909502901295E-4,1.2200330152390776E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,5.331377529118718E-4,0.004679610958751919,7.949949660918747E-8,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,0.002893727251860839,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,0.0016397088799485,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
damag,5.059270364170328E-8,3.921461594616869E-8,1.68102620184137E-4,2.3398340331783944E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1173104192824578E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,9.289774073066087E-4,0.0019502246030809675,1.7535565634219323E-7,1.0324503267498795E-7,3.231435159996158E-4,1.5647747913529294E-7,3.9406438577691113E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,0.0015627060612557024,8.807351243595355E-4,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,4.660085505814159E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
newspap,5.059270364170328E-8,7.846844650828353E-5,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.135572492432589E-5,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7553101199853542E-4,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,0.00179353020177551,2.9491600202430344E-7
freakin,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,1.6159868213878466E-4,6.26066394020307E-4,2.320207341701594E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
learn,5.059776291206745E-4,8.235461494854886E-4,0.001007776047677329,0.0010136681861163714,3.1748318497354144E-4,9.194777518379747E-4,0.00792794892367847,0.008672511938161844,0.0010807855138617187,0.0012245748807413138,0.013150065355007878,6.967620823955705E-4,9.751732422505355E-4,0.0038579997951845935,0.0059883151401819755,0.0027463160239120815,1.5647747913529294E-7,7.185689090918193E-4,6.039522417330546E-4,0.0012720714452436087,0.001693761584290742,4.609088514759213E-4,9.376861387456726E-4,0.0011008638732621936,5.308430424525798E-7,0.003660087118542699,5.083646055788737E-4,2.986147857319467E-7,0.0014471047296841155,5.331070116366599E-7,0.002903527972765576,0.001122394261598074,3.9227273653536567E-4,0.0012424306608470204,2.494514562477113E-7,8.199910596109729E-4,3.77245174656971E-7,0.007983427325576239,0.011655480823885287,2.9491600202430344E-7
fool,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,5.806544199400514E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.6227544055197663E-4,6.039522417330546E-4,7.957899610579665E-5,5.643990617429998E-7,4.604484030728485E-7,1.56411235608135E-4,4.40477626554219E-4,0.0010622169279476121,5.22794903377046E-7,5.647868076645637E-8,0.0011947577577135187,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
crap,5.059270364170328E-8,7.846844650828353E-5,1.679346854986384E-7,2.3398340331783944E-4,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,0.0010450850697621278,1.2188142010380396E-7,1.7535565634219323E-7,3.098383430576388E-4,1.6159868213878466E-4,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,9.376861387456726E-4,2.2034887765156081E-4,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
yield,5.059270364170328E-8,2.74541526239127E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,2.51802761801886E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.320207341701594E-5,9.058528874381557E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4394260057229124E-4,4.482704828231717E-7,2.9491600202430344E-7
shock,2.0242140727045485E-4,1.1768306245445222E-4,1.679346854986384E-7,6.238257947171053E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.7816991316444384E-4,1.5095032285255053E-7,7.949949660918747E-8,0.002258160646033742,4.604484030728485E-7,1.562549806275075E-7,6.606063754568772E-4,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,7.841535922150517E-4,1.5528442205312093E-7,7.486038201993815E-4,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
loud,5.059270364170328E-8,1.1768306245445222E-4,1.679346854986384E-7,3.1195188159769267E-4,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,5.384827795361036E-8,1.5647747913529294E-7,5.099588583893784E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,3.126662162356425E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,8.472366901776119E-4,2.986147857319467E-7,0.0014471047296841155,5.331070116366599E-7,4.838406886794827E-7,0.0016833109340608796,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,0.0019129481533943424,7.548675944885989E-4,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
movement,5.059270364170328E-8,1.5689767840062092E-4,1.679346854986384E-7,3.899203598775459E-4,1.586622613560927E-7,2.4523901640582214E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7553101199853542E-4,2.0659331038265085E-4,5.384827795361036E-8,1.5647747913529294E-7,6.953900145693259E-4,1.5095032285255053E-7,7.949949660918747E-8,0.004515756893005741,9.213572545487698E-4,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,4.5188592481241736E-4,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,0.0017744399049847528,4.487187533059948E-4,2.952109180263277E-4
mini,5.059270364170328E-8,1.1768306245445222E-4,1.679346854986384E-7,3.1195188159769267E-4,1.586622613560927E-7,5.517111688749823E-4,1.2583846167010793E-7,2.1173104192824578E-4,6.176578832967772E-4,1.5305272850160154E-7,1.6437376226557016E-7,5.806544199400514E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,2.692952380460054E-4,1.5647747913529294E-7,4.638096793950938E-5,1.5095032285255053E-7,3.180774859333591E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,0.0012424306608470204,4.991523639516702E-4,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
fell,1.0123599998704826E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2596430013177802E-4,2.1151952240583997E-7,6.176578832967772E-4,1.5305272850160154E-7,1.6437376226557016E-7,3.4843909502901295E-4,1.2188142010380396E-7,1.7535565634219323E-7,8.260635064325784E-4,5.385366278140571E-4,7.825438731556E-4,9.273875698449629E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,6.251761774906576E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5543970647517404E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,0.0022418006845986815,2.9491600202430344E-7
dng,5.059270364170328E-8,4.706146059699704E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.390212623156396E-5,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
zone,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,1.0775040418517432E-4,1.5647747913529294E-7,1.1591765150698974E-4,1.5110127317540306E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,0.0013309408035139321,4.482704828231717E-7,2.9491600202430344E-7
algorithm,5.059270364170328E-8,2.74541526239127E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2596430013177802E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,9.273875698449629E-5,1.5095032285255053E-7,7.949949660918747E-8,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
cf,5.059270364170328E-8,3.529707581314643E-4,5.039719911814138E-4,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,2.3233143257349383E-4,1.2188142010380396E-7,3.5088666834072864E-4,1.0324503267498795E-7,2.1544696009239504E-4,1.5647747913529294E-7,1.8545433507447006E-4,3.0205159602795357E-4,5.565759757609215E-4,5.643990617429998E-7,4.609088514759213E-4,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,0.001122394261598074,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,0.0035392869402936654
export,5.059270364170328E-8,1.961122943467896E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.320207341701594E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,0.002263848293116483,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
truck,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,0.0010450850697621278,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.1591765150698974E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
sale,5.565703327623778E-4,1.5689767840062092E-4,6.719066766800523E-4,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,0.0024377502834961834,0.001403020606393888,3.098383430576388E-4,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5110127317540306E-4,2.385779893241716E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,6.606063754568772E-4,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,8.961429719815719E-4,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
shift,2.530141109121581E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,3.2891189829340584E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.566339566144282E-4,2.3181212411945695E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,2.2597120174659195E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
cute,5.059270364170328E-8,3.921461594616869E-8,1.68102620184137E-4,7.79684782798532E-8,1.5882092361744877E-4,6.129443049383207E-8,1.2596430013177802E-4,2.1151952240583997E-7,0.0012351613907166993,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,1.6159868213878466E-4,6.26066394020307E-4,2.086332295969635E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,5.975281862496253E-4,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
