,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19
background,2.0242140727045485E-4,2.3532691029295828E-4,1.68102620184137E-4,7.79684782798532E-8,1.586622613560927E-7,6.135572492432589E-5,2.51802761801886E-4,4.2325056433408577E-4,1.5437587685498053E-7,1.5305272850160154E-7,4.93285660558976E-4,1.1610766245551915E-7,2.4388472162771173E-4,1.7535565634219323E-7,3.098383430576388E-4,5.384827795361036E-8,1.5647747913529294E-7,0.0013675779557216358,1.5095032285255053E-7,4.77076479151734E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,3.9540724404596103E-4,5.975281862496253E-4,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,0.0016833109340608796,3.9188085567968604E-7,1.5543970647517404E-4,2.494514562477113E-7,2.7323927344584234E-7,0.00113211276914557,0.0013309408035139321,4.487187533059948E-4,2.9491600202430344E-7
bulki,4.047922218372679E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,1.2265015541815794E-4,1.2596430013177802E-4,2.1151952240583997E-7,0.0015439131444266604,3.0625850973170466E-4,1.6437376226557016E-7,4.6454675748453216E-4,1.2188142010380396E-7,1.7535565634219323E-7,7.228184737575906E-4,0.001723198742793485,4.695889148850141E-4,4.40422174821898E-4,1.5095032285255053E-7,2.385779893241716E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,0.0014969581889425156,2.7323927344584234E-7,3.77245174656971E-7,8.874417020431117E-4,4.482704828231717E-7,2.9491600202430344E-7
d700,0.0012142754801045205,9.411899973239947E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5320578123010313E-4,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,3.5088666834072864E-4,0.0012390436371325303,3.231435159996158E-4,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,6.360754723701089E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,0.001046112601657469,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
help,0.0010119046655377075,0.001137263077054838,8.398413621786906E-4,0.0014814790557954906,9.521322303979123E-4,0.0015937164872701277,0.002139379686853505,0.0029614848332041653,6.176578832967772E-4,1.5320578123010313E-4,8.220331850901163E-4,0.0016256233820397237,0.003412801644326615,8.769536373673084E-4,0.0011357986044575423,0.0012385642412109919,1.566339566144282E-4,0.0016225457954690639,0.0010568032102907063,3.975769825425466E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,0.005943696349120673,5.308430424525798E-7,0.002091702408411561,0.003162862601602323,0.012542119615527491,0.001929312237076357,5.331070116366599E-7,9.681652180476448E-4,0.0016833109340608796,0.002743557870613482,7.765773946876579E-4,0.0017464096451902267,2.7323927344584234E-7,0.0037728289917443665,4.4349910147082045E-7,4.482704828231717E-7,0.0011799589240992382
wheel,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,3.1195188159769267E-4,1.586622613560927E-7,6.129443049383207E-8,3.776412234719939E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,0.001400109075071823,1.5647747913529294E-7,1.8545433507447006E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.56411235608135E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,0.0036146920477339744,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,1.5528442205312093E-7,4.991523639516702E-4,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
seri,0.0014672389983130369,0.0014901946205703562,1.679346854986384E-7,7.017942729969585E-4,1.586622613560927E-7,2.4523901640582214E-4,1.2596430013177802E-4,6.347700867399258E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,2.3233143257349383E-4,1.2200330152390776E-4,1.7535565634219323E-7,0.0014455337024825061,3.769917939532261E-4,1.5647747913529294E-7,3.245277022094307E-4,1.5110127317540306E-4,0.0022260654045538585,0.0011293625225477423,4.604484030728485E-7,1.562549806275075E-7,0.001761250119970168,5.308430424525798E-7,5.22794903377046E-7,4.5188592481241736E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,9.318618167407787E-4,7.486038201993815E-4,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
shop,3.036068145538614E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,6.347700867399258E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,6.967620823955705E-4,0.0023158688633923793,1.7535565634219323E-7,0.0010325535717825543,5.384827795361036E-8,1.5647747913529294E-7,2.3181212411945695E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,9.213572545487698E-4,4.6892119686315E-4,0.00154112137106751,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,8.961429719815719E-4,0.007715802325783251,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,0.0011760344478947376,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,8.850429220749346E-4
finder,5.059776291206745E-4,5.098292219161391E-4,1.679346854986384E-7,7.79684782798532E-8,1.5882092361744877E-4,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,0.002624544282411524,1.5320578123010313E-4,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,5.262423246829219E-4,2.0659331038265085E-4,1.6159868213878466E-4,1.5647747913529294E-7,8.808211707492734E-4,1.5095032285255053E-7,1.5907849271498413E-4,0.001693761584290742,4.604484030728485E-7,3.126662162356425E-4,2.2034887765156081E-4,5.308430424525798E-7,0.002091702408411561,7.907580094111556E-4,2.986147857319467E-7,0.03568383775453324,5.331070116366599E-7,4.843245293681621E-4,5.609166724628056E-7,3.9188085567968604E-7,4.660085505814159E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4394260057229124E-4,4.482704828231717E-7,2.9491600202430344E-7
term,6.577557400457843E-4,0.00137255077273185,1.679346854986384E-7,4.67888838157399E-4,6.348077076857269E-4,3.0653344689965417E-4,1.2596430013177802E-4,2.1173104192824578E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6453813602783569E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,2.0659331038265085E-4,4.8468834986044676E-4,1.566339566144282E-4,2.549910186419504E-4,1.5095032285255053E-7,0.0015105699350711713,5.643990617429998E-7,4.604484030728485E-7,6.251761774906576E-4,2.2012874890265817E-7,5.313738854950322E-4,5.22794903377046E-7,2.2597120174659195E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,0.0038712093501245405,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,4.991523639516702E-4,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
realiz,7.589411473291909E-4,5.490438378623078E-4,1.679346854986384E-7,7.804644675813304E-5,1.5882092361744877E-4,1.2265015541815794E-4,2.51802761801886E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,4.93285660558976E-4,0.001161192732217647,1.2200330152390776E-4,3.5088666834072864E-4,1.0324503267498795E-7,2.1544696009239504E-4,1.5647747913529294E-7,5.794955419568587E-4,1.5095032285255053E-7,5.565759757609215E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,4.40477626554219E-4,5.308430424525798E-7,0.0015689075050345149,6.213219671117865E-4,5.975281862496253E-4,4.822075073922411E-7,5.331070116366599E-7,9.681652180476448E-4,5.609166724628056E-7,0.00195979615925411,1.5528442205312093E-7,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,8.874417020431117E-4,4.487187533059948E-4,2.9491600202430344E-7
mic,5.059270364170328E-8,7.843315335393199E-4,0.002687122902663713,3.899203598775459E-4,1.586622613560927E-7,4.904167383811503E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,2.692952380460054E-4,1.5647747913529294E-7,1.6227544055197663E-4,1.5095032285255053E-7,7.949949660918747E-8,0.0011293625225477423,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.826897148996333E-4,5.331070116366599E-7,9.681652180476448E-4,5.609166724628056E-7,3.9227273653536567E-4,1.5528442205312093E-7,0.0012475067326948044,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
detach,5.059270364170328E-8,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.743000298626465E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2200330152390776E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.6227544055197663E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,6.212929726345369E-4,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
28mm,6.071630364040811E-4,4.3139999002380166E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,0.0019038872211749654,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,7.548675944885989E-4,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
swing,5.059270364170328E-8,7.846844650828353E-5,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,5.517111688749823E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,0.002104443231762661,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,1.6227544055197663E-4,9.058528874381557E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.6949252098013556E-4,2.986147857319467E-7,4.822075073922411E-7,5.336401186482964E-4,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5543970647517404E-4,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
lowlight,1.5182870362875155E-4,0.001254906924893344,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,1.8394458591199003E-4,0.0011326719934926415,2.1151952240583997E-7,1.5437587685498053E-7,0.0013776276092429154,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,5.262423246829219E-4,3.098383430576388E-4,1.0775040418517432E-4,1.566339566144282E-4,8.5764227622678E-4,0.0016606045017009082,0.0015105699350711713,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
depth,5.059270364170328E-8,0.0014901946205703562,1.68102620184137E-4,3.899203598775459E-4,1.586622613560927E-7,1.8394458591199003E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,3.769917939532261E-4,1.5647747913529294E-7,0.0011357890104967013,0.0012077535331432565,7.950744655884839E-4,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.233176982804229E-4,3.389285632795047E-4,5.975281862496253E-4,9.648972222918744E-4,0.005331603223378235,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,9.98055276447093E-4,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,5.901269200506312E-4
entir,5.565703327623778E-4,5.490438378623078E-4,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,5.517111688749823E-4,1.2596430013177802E-4,2.1173104192824578E-4,1.545302527318355E-4,1.5320578123010313E-4,6.576594228245462E-4,3.4843909502901295E-4,1.2188142010380396E-7,1.7535565634219323E-7,2.0659331038265085E-4,2.1544696009239504E-4,4.695889148850141E-4,5.099588583893784E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,3.126662162356425E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,4.5188592481241736E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9227273653536567E-4,3.1072412852829496E-4,4.991523639516702E-4,2.7323927344584234E-7,3.7762241983162794E-4,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
pet,1.0123599998704826E-4,3.921461594616869E-8,0.002351253531666436,7.79684782798532E-8,1.586622613560927E-7,3.0653344689965417E-4,3.776412234719939E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,3.2891189829340584E-4,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,1.6159868213878466E-4,1.5647747913529294E-7,3.708854912544177E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.1301384021367919E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,0.004435434513809675,4.482704828231717E-7,2.9491600202430344E-7
playback,5.064329634534498E-5,7.846844650828353E-5,1.679346854986384E-7,0.0013255420992357842,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,4.130833757326268E-4,1.6159868213878466E-4,1.5647747913529294E-7,1.6227544055197663E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,9.601940517105248E-4,2.989134005176786E-4,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.614775891352684E-4,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,0.0062762350300072265,2.9491600202430344E-7
action,2.530141109121581E-4,4.706146059699704E-4,0.0020153841606691592,0.007718957318183747,0.0017454435371783757,4.291223078873183E-4,0.0016360258401730732,2.1151952240583997E-7,1.5437587685498053E-7,4.5931123823330625E-4,3.2891189829340584E-4,3.4843909502901295E-4,1.2200330152390776E-4,1.7553101199853542E-4,2.0659331038265085E-4,3.231435159996158E-4,1.5647747913529294E-7,0.002248375947576387,4.530019188805041E-4,0.0011130724520252338,5.649634608047427E-4,4.604484030728485E-7,0.00109394111937318,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.648432863453301E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,0.0019358465954066103,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,7.486038201993815E-4,2.7323927344584234E-7,3.77245174656971E-7,0.005322432716751316,4.482704828231717E-7,2.9491600202430344E-7
drawback,3.036068145538614E-4,2.74541526239127E-4,1.679346854986384E-7,3.899203598775459E-4,1.586622613560927E-7,4.291223078873183E-4,1.2596430013177802E-4,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,3.4843909502901295E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,4.695889148850141E-4,1.1591765150698974E-4,1.5095032285255053E-7,1.5907849271498413E-4,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,1.6949252098013556E-4,2.989134005176786E-4,9.648972222918744E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,8.199910596109729E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
web,5.059270364170328E-8,5.882584538084764E-4,1.679346854986384E-7,7.797627512768117E-4,1.586622613560927E-7,8.581833213441427E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,0.0020721060231847716,1.7535565634219323E-7,1.0324503267498795E-7,2.1544696009239504E-4,1.566339566144282E-4,6.955986246200283E-5,0.0013587038559958072,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,0.001046112601657469,5.647868076645637E-8,0.007465668258084398,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,6.212929726345369E-4,2.494514562477113E-7,2.7323927344584234E-7,7.548675944885989E-4,4.4349910147082045E-7,4.482704828231717E-7,2.952109180263277E-4
35mm,0.005615840696932706,5.490438378623078E-4,0.001007776047677329,7.804644675813304E-5,1.586622613560927E-7,1.8394458591199003E-4,1.2583846167010793E-7,0.005076680057262565,7.720337601517577E-4,1.5305272850160154E-7,4.93285660558976E-4,1.1622377011797466E-4,1.2188142010380396E-7,5.262423246829219E-4,0.0012390436371325303,5.385366278140571E-4,3.1311143574972117E-4,4.6360106934439146E-4,3.0205159602795357E-4,1.5907849271498413E-4,5.649634608047427E-4,4.604484030728485E-7,1.562549806275075E-7,2.2034887765156081E-4,0.0031855890977579315,5.22794903377046E-7,1.6949252098013556E-4,2.986147857319467E-7,4.826897148996333E-4,0.0015998541419216161,4.843245293681621E-4,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.49700907703959E-4,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.487187533059948E-4,2.952109180263277E-4
ap,5.059270364170328E-8,3.1375614218529565E-4,1.679346854986384E-7,7.804644675813304E-5,1.586622613560927E-7,1.2265015541815794E-4,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,6.039522417330546E-4,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
metabon,6.071630364040811E-4,3.925383056211485E-5,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,4.638096793950938E-5,1.5095032285255053E-7,1.5907849271498413E-4,5.643990617429998E-7,4.604484030728485E-7,1.56411235608135E-4,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
prais,3.541995181955647E-4,3.921461594616869E-8,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1622377011797466E-4,3.657661417315157E-4,1.7535565634219323E-7,1.0324503267498795E-7,5.384827795361036E-8,1.5647747913529294E-7,2.3178894522493446E-8,1.5095032285255053E-7,3.975769825425466E-4,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,5.647868076645637E-8,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
water,5.064329634534498E-5,3.925383056211485E-5,1.68102620184137E-4,0.006159587752586682,7.934699690418196E-4,2.4523901640582214E-4,1.2583846167010793E-7,4.2325056433408577E-4,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,0.0035994536437835493,2.4388472162771173E-4,3.5088666834072864E-4,3.098383430576388E-4,3.231435159996158E-4,3.1311143574972117E-4,0.001784798057126518,9.058528874381557E-4,3.180774859333591E-4,0.001693761584290742,0.0032235992699130127,0.002500235945020748,2.2034887765156081E-4,5.308430424525798E-7,5.233176982804229E-4,1.6949252098013556E-4,2.989134005176786E-4,4.826897148996333E-4,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,9.98055276447093E-4,2.7323927344584234E-7,7.548675944885989E-4,0.0017744399049847528,8.969892361291665E-4,2.9491600202430344E-7
confid,5.059270364170328E-8,1.1768306245445222E-4,1.679346854986384E-7,3.899203598775459E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,5.923849057676675E-4,1.566339566144282E-4,1.6227544055197663E-4,1.5095032285255053E-7,7.950744655884839E-4,5.643990617429998E-7,4.604484030728485E-7,9.376861387456726E-4,4.40477626554219E-4,5.308430424525798E-7,5.22794903377046E-7,3.9540724404596103E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5543970647517404E-4,7.486038201993815E-4,2.7351251271928815E-4,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
holiday,5.059270364170328E-8,1.5689767840062092E-4,1.679346854986384E-7,6.238257947171053E-4,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.545302527318355E-4,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,6.095289819391237E-4,3.5088666834072864E-4,1.0324503267498795E-7,5.390212623156396E-5,1.5647747913529294E-7,1.3909654602948317E-4,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,8.807351243595355E-4,5.308430424525798E-7,5.22794903377046E-7,5.653515944722282E-5,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
dof,0.0017707952201632565,7.846844650828353E-5,1.679346854986384E-7,7.79684782798532E-8,1.586622613560927E-7,6.129443049383207E-8,1.2583846167010793E-7,2.1151952240583997E-7,1.5437587685498053E-7,1.5305272850160154E-7,1.6437376226557016E-7,1.1610766245551915E-7,1.2188142010380396E-7,1.7535565634219323E-7,1.0334827770766292E-4,2.692952380460054E-4,1.5647747913529294E-7,9.273875698449629E-5,1.5095032285255053E-7,7.949949660918747E-8,5.643990617429998E-7,4.604484030728485E-7,1.562549806275075E-7,2.2012874890265817E-7,5.308430424525798E-7,5.22794903377046E-7,3.389285632795047E-4,2.986147857319467E-7,4.822075073922411E-7,5.331070116366599E-7,4.838406886794827E-7,5.609166724628056E-7,3.9188085567968604E-7,1.5528442205312093E-7,2.494514562477113E-7,2.7323927344584234E-7,3.77245174656971E-7,4.4349910147082045E-7,4.482704828231717E-7,2.9491600202430344E-7
